IAUNAME,PID,AID
J090647.23+501220.9,30,0
J091607.46+493554.6,28,0
J091618.30+512356.8,37,0
J091739.38+511829.7,27,1
J091949.59+510531.0,25,0
J093239.46+511542.5,32,0
J092649.00+504555.2,43,0
J092221.05+510648.2,26,0
J092623.31+522352.5,27,0
J092216.10+521046.6,34,0
J094543.04+522559.9,33,0
J094511.94+542510.9,35,0
J094604.37+542719.6,43,0
J095253.42+604630.9,18,0
J100622.48+605446.6,23,0
J102311.62+603555.3,22,0
J102027.74+614941.0,27,0
J102204.72+622939.3,35,0
J102842.27+612347.5,26,0
J103211.81+622146.5,34,0
J103710.50+621717.2,17,0
J111009.36+601546.5,21,0
J110858.71+610254.7,24,0
J112148.41+605542.6,22,0
J111513.28+610902.0,36,0
J111457.80+605613.7,13,3
J111833.06+621937.5,38,0
J114016.36+610338.4,38,0
J113734.32+613145.4,23,0
J112914.46+615637.9,37,0
J113324.11+623552.3,30,0
J114351.77+621921.5,21,0
J114340.48+624837.6,20,0
J115223.22+624052.7,27,0
J121604.39+622839.7,47,0
J121807.44+613355.0,31,0
J121055.53+614125.3,19,0
J120550.05+622424.5,13,0
J121033.13+624128.3,19,0
J122609.18+612852.0,32,0
J122722.24+635953.0,30,0
J125115.30+621323.9,33,0
J124152.71+630340.8,26,0
J124430.16+615114.3,29,0
J125038.39+631041.2,22,0
J130146.67+630039.6,23,0
J130243.70+623707.4,22,0
J131312.49+605853.8,40,0
J130831.51+611717.9,23,0
J130516.84+604714.3,29,0
J130013.68+623435.4,24,0
J131525.11+623451.5,15,0
J132119.29+604717.4,16,0
J131726.45+623156.4,25,0
J133209.51+602535.2,19,0
J132307.84+611528.1,36,0
J134445.70+612056.8,30,0
J135535.85+591646.9,28,0
J140028.45+612227.6,26,0
J140220.82+584921.0,21,0
J141302.06+595050.5,37,0
J141757.13+581217.0,28,0
J142101.01+585647.4,23,0
J142852.01+570606.9,41,0
J142612.34+572141.9,19,0
J144940.70+571721.0,20,0
J150403.58+555001.9,31,0
J150256.28+564553.9,18,0
J151003.08+541207.0,33,0
J153028.85+525954.0,25,0
J152919.09+525007.8,28,0
J152913.38+524921.5,28,1
J152008.36+542154.7,28,0
J153045.78+533247.1,33,0
J152550.94+521124.1,28,0
J152807.35+525030.0,37,1
J153025.85+525015.6,23,0
J153640.34+521834.5,22,0
J155050.09+502224.4,34,1
J155033.38+501755.2,21,1
J154331.55+501817.4,36,0
J030655.34-004531.6,25,0
J030451.59+000443.3,34,0
J030517.14+001427.1,38,0
J030400.58-005408.0,36,0
J030025.79+000908.2,33,0
J025930.94-002513.9,62,0
J025903.57-003547.5,33,0
J025947.94+004351.3,48,0
J030125.73+003320.7,17,0
J030253.17+004256.5,24,0
J030437.21+010205.6,36,0
J030616.19+003632.6,33,0
J030543.28+010422.7,29,0
J031023.76-010133.3,40,0
J030846.66-000438.1,30,0
J030816.45-000132.3,30,0
J030910.68-004714.8,40,0
J030831.67-005008.6,41,0
J030837.79-004632.2,40,0
J030526.38+003250.0,34,0
J030850.20+003559.0,37,0
J030849.02+000746.5,41,0
J031103.36+000416.4,29,0
J031102.84+004346.2,37,0
J032159.74-002124.6,43,0
J031654.30-005444.5,41,0
J031727.79+004959.7,32,1
J031849.97+005011.8,50,0
J032038.68+001631.7,47,0
J033159.73-000909.4,42,0
J032730.24-005535.3,28,0
J032547.58-011105.9,42,0
J032333.00+011000.9,33,0
J032505.45+005717.2,23,0
J032641.56+004143.9,40,0
J032857.78+002657.3,38,0
J033437.91+001213.4,48,0
J030843.32-000637.0,19,0
J030510.35-000345.0,40,0
J030847.06+003614.0,26,0
J030943.53+004836.1,50,0
J031142.93+001301.0,33,0
J031429.78+002210.5,53,0
J031333.32+010852.6,22,0
J154851.42+482854.1,25,0
J155323.04+493119.3,37,0
J162335.54+430725.6,31,0
J162855.42+431417.6,47,0
J162752.03+413035.0,38,0
J163234.14+393652.5,34,0
J164212.02+373341.1,40,1
J164834.43+353148.8,44,0
J165514.77+360512.4,20,1
J081648.31+350619.1,20,0
J081421.23+351811.3,33,0
J082028.50+362551.6,29,0
J082722.68+355850.3,34,0
J084047.39+384850.3,30,0
J085010.38+394627.5,56,0
J084709.59+393101.6,42,0
J084046.95+402633.9,34,0
J090334.81+441315.3,14,0
J090530.67+435704.3,12,0
J092909.16+450417.2,39,0
J092535.68+445006.8,38,0
J092239.92+442815.8,38,0
J092040.09+462329.7,16,0
J111827.90+043715.4,24,0
J111726.77+041112.1,27,0
J111716.47+041443.8,35,0
J112324.03+043830.2,22,0
J113053.69+040854.3,17,1
J113313.42+060546.4,28,0
J113613.60+053816.3,42,0
J113717.74+045954.5,10,0
J113959.39+053834.4,28,0
J114938.95+035955.2,30,0
J114615.83+050916.2,35,0
J114837.28+051757.4,30,0
J115036.64+052801.1,16,0
J115319.28+042408.0,32,0
J115304.60+042041.6,38,0
J115340.78+051850.6,43,0
J115404.78+050928.5,37,0
J115605.08+045535.0,31,0
J115630.54+045759.1,28,0
J115337.29+054236.6,29,0
J115620.85+055034.9,25,0
J120141.64+045009.3,28,0
J115631.23+045558.2,46,0
J115559.48+054856.2,38,0
J115641.37+054315.8,35,0
J115759.58+060026.8,33,0
J115752.05+054449.8,35,0
J115739.07+050641.4,42,0
J120230.80+060504.8,28,0
J120248.94+041228.9,44,0
J120943.69+053531.0,27,0
J121325.46+035543.5,12,0
J121502.38+050049.0,35,0
J121110.12+034635.5,23,0
J121152.34+053455.8,19,0
J121107.87+052544.8,23,0
J121845.82+043648.2,27,0
J121803.80+042756.4,28,0
J121730.62+033612.5,30,0
J121309.53+052807.1,17,0
J121426.61+051548.4,29,0
J121607.70+051117.2,20,0
J121757.99+052020.5,30,0
J121847.00+054240.3,19,0
J121851.02+054315.1,16,0
J121908.25+051441.8,27,0
J121952.66+053147.6,15,0
J122034.54+051916.6,19,1
J122030.26+051850.4,16,0
J124143.20+034446.3,20,0
J123853.59+044515.9,20,0
J124047.71+050742.2,38,0
J123953.93+050648.2,28,0
J124010.55+055929.0,16,0
J125216.70+035415.4,31,0
J124624.11+040945.6,29,0
J124643.59+045815.1,28,0
J124843.06+053328.6,20,0
J125707.71+040147.5,35,0
J125452.01+034349.0,20,0
J125332.76+034739.4,23,0
J125203.13+043428.4,32,0
J125049.62+054022.2,34,0
J125652.09+060252.0,24,0
J130905.01+051934.8,28,0
J131305.04+054048.8,52,0
J131251.36+052906.2,31,0
J131513.20+050549.7,40,0
J133026.56+043910.5,19,0
J132515.67+041828.2,39,0
J132400.71+051544.2,19,0
J132558.13+051959.3,43,0
J134015.09+035933.7,15,0
J134201.27+040022.7,18,0
J134235.82+053523.1,31,0
J134433.89+053001.0,47,0
J134400.54+044404.2,34,0
J134440.22+050642.1,40,0
J134951.66+051254.0,40,0
J134904.99+045517.4,33,0
J135302.71+050510.1,19,0
J135256.59+051008.6,36,0
J135254.79+051316.5,33,0
J135417.39+051657.1,19,0
J135317.31+050454.4,23,0
J135316.25+050838.1,31,0
J135755.71+040615.8,18,0
J135807.00+034233.6,20,0
J135313.02+052119.5,31,0
J135759.76+044209.0,32,0
J073822.23+240345.9,22,0
J074608.05+251448.3,49,0
J074517.32+245630.9,45,0
J075406.19+274342.8,28,0
J075551.99+265101.8,45,5
J075732.19+271403.1,44,0
J075608.73+281432.8,42,0
J075209.39+274814.6,26,1
J075428.48+282146.6,41,0
J080457.66+300103.0,51,0
J081353.45+310824.3,56,0
J081031.06+304425.0,34,0
J081527.20+325618.0,34,0
J082231.21+323127.3,51,0
J083918.16+361411.2,36,0
J084028.76+364131.8,39,0
J093218.47+433428.4,37,0
J100730.33+470823.6,34,0
J100604.65+474501.6,18,0
J102742.93+480414.0,29,0
J102247.32+480941.4,39,0
J102225.93+483053.5,26,0
J101919.16+490355.4,43,0
J103244.62+484359.8,33,0
J104105.22+495917.1,42,0
J104629.46+504245.7,23,1
J110211.93+500627.7,43,0
J105831.98+501213.0,18,0
J110227.24+513109.4,29,0
J110139.67+511426.2,31,0
J111735.14+514331.4,30,0
J111852.94+521216.8,35,0
J112405.98+512421.7,47,0
J113107.11+512346.8,14,0
J115325.06+511156.4,26,0
J115411.70+520519.1,22,0
J115149.81+515511.0,32,0
J114944.87+513323.5,9,1
J114505.21+512754.7,27,0
J115411.30+523512.0,18,0
J115519.50+524422.6,28,0
J115252.50+532459.5,15,0
J115725.94+525233.8,24,0
J115955.78+521157.9,23,0
J115510.47+522117.3,27,0
J120413.82+525509.1,11,1
J120307.23+524453.1,31,0
J120443.09+522712.0,25,0
J120849.78+532525.1,17,0
J120852.70+532015.3,11,1
J120845.50+532132.8,24,0
J122139.56+515205.4,9,1
J120415.90+521348.3,15,0
J120606.52+532525.4,28,0
J120943.16+530638.7,12,0
J121214.48+531024.0,25,0
J121151.02+530945.1,24,0
J121320.25+530335.6,11,1
J121431.78+530122.6,26,0
J121857.87+522944.0,32,0
J122000.39+523502.0,21,0
J123420.08+524404.7,27,0
J124627.52+520554.1,29,0
J123616.65+533717.7,36,1
J124811.87+530315.7,39,0
J124717.09+514924.0,29,1
J125207.48+531002.4,28,0
J125602.54+521348.7,42,0
J130157.36+512456.7,45,0
J125836.80+520420.7,35,0
J130626.58+515754.0,31,0
J074036.33+280932.1,26,0
J074330.93+283454.0,42,0
J075018.15+301743.4,37,0
J075204.87+312605.5,54,0
J080014.82+342956.8,24,0
J080450.29+345203.1,33,0
J080742.96+345404.7,35,0
J080753.40+345600.2,0,4
J080734.21+363146.2,17,0
J081143.14+360501.3,29,0
J081327.96+363302.8,29,0
J082314.36+372825.9,32,0
J081657.04+372014.7,38,0
J081448.50+364235.6,21,0
J082623.54+381035.7,34,0
J082303.18+400521.9,41,0
J083535.99+395547.2,35,0
J085127.09+424712.0,37,0
J084734.22+435038.7,33,0
J090243.49+453736.8,32,0
J090904.95+465250.4,29,0
J091324.75+474604.8,38,0
J091355.07+473611.2,25,1
J092527.99+481448.2,32,0
J092514.92+482758.9,25,0
J091948.86+491817.3,29,0
J093834.29+510040.5,23,0
J094144.71+495328.4,22,0
J094741.50+502953.2,48,0
J094200.97+510309.2,39,0
J095729.94+513803.1,28,0
J102009.38+540519.0,37,0
J102244.25+540311.0,37,0
J103248.16+531422.8,29,0
J103656.08+535623.4,23,0
J103359.33+534650.9,20,0
J103045.16+531415.4,30,0
J103246.30+545827.5,22,0
J104919.80+545652.5,25,0
J104538.94+543409.0,24,0
J103803.83+552030.0,33,0
J105028.63+551135.0,27,0
J105300.43+552005.5,40,0
J105435.20+545935.5,39,0
J105325.08+545440.2,46,0
J105008.12+563428.2,26,0
J105112.20+562148.3,25,0
J104856.26+561216.1,24,0
J105320.13+561510.2,38,0
J105332.72+561811.3,34,0
J105737.03+565239.5,23,0
J110638.60+554401.8,16,0
J111202.37+551248.4,21,0
J111159.14+553045.4,18,0
J111142.91+550636.0,26,0
J111054.88+553827.8,30,2
J111044.90+555252.8,55,0
J110856.56+555739.4,37,0
J110841.00+561555.5,27,0
J111153.89+570248.5,31,0
J111842.50+554637.2,31,0
J112107.32+562528.7,21,0
J110939.40+554027.1,18,0
J111452.05+571847.2,29,0
J111650.47+573439.4,31,0
J111826.29+564930.7,29,0
J133148.11-021559.9,28,0
J133136.58-014008.3,24,0
J133733.14-011422.9,35,0
J134516.07-024018.2,20,0
J134509.31-014256.5,43,0
J134758.92-014932.9,40,0
J134822.06-012008.4,31,0
J135235.07-015549.0,34,0
J140100.05-021722.4,25,0
J140359.98-013953.3,34,0
J143301.58-022348.4,30,0
J142842.76-023922.5,20,0
J142634.35-025300.2,28,0
J142634.95-020630.8,32,0
J142206.21-021635.7,48,0
J142533.37-012959.6,41,0
J143735.79-030411.2,28,0
J143351.90-012045.1,39,0
J144953.04-022503.0,46,0
J144301.74-015304.0,44,0
J145530.74-011934.2,36,1
J145723.69-011857.5,37,1
J150914.77-022324.1,46,0
J150650.97-011601.3,56,0
J151900.19-023939.2,37,0
J075503.91+254740.6,39,0
J075631.64+261350.5,44,0
J080007.44+254837.7,46,0
J080953.52+291705.0,54,0
J082156.27+301319.5,58,0
J082139.07+320906.0,49,0
J082305.36+321557.7,40,0
J083458.63+323959.4,48,0
J083624.02+332705.6,27,0
J083458.27+323944.0,17,3
J083546.47+342642.6,47,0
J084017.49+352250.5,42,0
J084931.99+352300.4,36,0
J084832.43+352321.8,38,0
J084506.96+362108.1,28,0
J084851.19+361745.3,38,0
J084618.57+354840.5,22,0
J085342.40+363111.4,30,0
J085257.64+352323.7,34,0
J090927.82+373411.7,58,0
J091145.27+383144.9,32,0
J091016.80+384109.9,48,0
J090930.90+393814.7,21,0
J091632.22+391048.4,29,2
J092358.60+403359.8,43,0
J092032.60+403802.1,19,1
J094338.14+414022.7,29,0
J093747.51+413622.2,21,0
J094742.70+423444.3,19,0
J094605.31+421705.6,25,0
J094445.09+425011.5,33,0
J094534.98+440733.1,14,3
J094700.09+433017.2,28,0
J095707.42+440303.1,30,0
J095802.53+450624.6,17,0
J095732.69+441504.9,19,0
J101603.84+450245.6,21,0
J102442.46+453646.3,27,0
J101641.21+465329.0,23,0
J102209.05+465550.2,41,0
J100122.06+544116.4,33,0
J102059.39+553127.8,26,0
J103312.74+564037.0,43,0
J102547.44+563714.2,53,0
J101835.12+572307.5,37,0
J103036.29+572029.0,41,1
J104034.56+564515.3,36,0
J104036.81+581759.9,20,0
J105831.86+572734.6,28,0
J105549.94+572409.5,25,0
J105532.49+571152.7,26,0
J104345.29+580910.3,41,0
J111546.43+580603.8,43,0
J110712.67+574500.6,31,0
J110422.61+572209.9,23,0
J112737.02+580844.9,39,0
J111352.85+575448.3,26,1
J111916.06+601312.0,34,0
J112544.89+593319.7,29,0
J112706.54+600421.2,45,0
J112858.24+580727.7,36,0
J113025.99+604028.6,35,0
J114756.78+585056.1,23,0
J120711.63+595202.5,31,0
J121427.12+595925.8,39,0
J122435.43+592802.8,24,0
J121446.48+595124.9,36,0
J121130.04+593621.4,24,0
J120838.29+602624.3,31,0
J121422.52+600947.2,37,0
J121633.76+602924.9,32,0
J121735.92+602715.2,28,0
J123504.00+585357.7,35,0
J123129.27+594509.8,18,0
J130135.98+585002.7,18,0
J130025.54+590218.5,33,0
J125801.89+601110.3,20,0
J125928.20+601331.7,26,0
J130404.09+603216.1,16,0
J130546.97+590000.7,37,0
J130735.24+595051.1,28,0
J131113.10+593051.6,29,0
J131303.24+594958.0,23,0
J131546.99+593849.1,32,0
J131439.37+595038.1,25,0
J131312.10+601131.5,24,0
J131353.75+602353.7,24,0
J133531.32+585319.8,31,0
J133321.29+583720.0,23,1
J132215.87+584801.1,26,0
J132242.86+590812.1,13,2
J132707.32+595711.8,33,0
J133550.66+591616.8,41,0
J133552.55+590826.2,35,0
J133542.98+590042.7,26,0
J133624.00+591719.1,26,0
J134251.86+583001.8,24,0
J133529.87+581410.9,31,0
J133603.52+594326.6,25,0
J133605.59+590653.7,24,0
J133614.17+585831.6,24,0
J133629.21+590702.4,27,0
J133631.63+590850.7,36,0
J133636.01+590414.8,27,0
J133815.93+584159.7,23,0
J134212.02+590034.5,30,0
J102855.35+452055.1,27,0
J102739.99+455008.6,34,1
J102415.22+465745.2,39,0
J102847.96+473248.0,35,0
J103422.38+472629.1,21,0
J103934.23+465801.9,28,0
J103315.64+472020.6,25,0
J103956.55+475847.6,21,0
J105152.87+473928.0,21,0
J104632.18+472411.6,31,0
J105122.27+484603.5,33,0
J111318.56+480417.0,29,0
J112053.09+481703.4,35,0
J111834.20+474904.0,17,0
J111948.19+480635.0,31,0
J111550.89+480211.4,28,0
J111411.17+474852.4,25,0
J111515.93+482955.1,25,0
J111549.54+494338.2,21,0
J111539.20+492711.9,19,0
J112119.23+495533.6,31,0
J113448.08+484903.9,14,0
J112553.77+481839.7,30,0
J115859.97+490005.4,25,0
J114945.78+502802.6,40,0
J115600.51+494948.0,25,0
J115836.70+501736.4,32,0
J120604.50+492934.5,25,0
J120353.71+484159.1,19,0
J120017.66+485129.9,18,0
J121704.33+494214.7,17,0
J121256.96+504101.3,24,0
J121443.96+503048.8,11,0
J122936.63+500108.2,34,0
J122458.32+484740.2,30,0
J122507.51+485541.8,42,0
J122810.25+501925.7,31,0
J170130.37+344955.9,60,0
J170613.52+312553.5,41,0
J171420.83+293426.1,37,0
J171309.90+294409.6,55,0
J171525.54+270921.2,71,0
J205158.22+000630.3,47,0
J205614.01-000043.1,76,2
J210355.82+004401.5,52,0
J212450.11-003747.8,81,0
J092658.93+045152.7,34,0
J092719.02+045811.9,45,0
J091838.77+050106.7,26,0
J091731.01+060746.9,29,0
J092802.48+061633.2,38,0
J093952.35+053236.2,35,0
J094303.23+063156.5,36,0
J095129.43+053202.4,25,0
J095118.81+052755.7,25,0
J095437.18+061019.0,32,0
J100626.76+055633.8,33,0
J100310.95+052511.9,35,0
J095552.86+054553.3,37,0
J095825.69+063954.9,33,0
J100331.36+064029.5,24,0
J101632.12+053544.8,20,0
J101351.92+070125.8,28,0
J101225.05+062649.0,28,0
J102817.92+053612.4,27,0
J103431.33+070504.1,34,0
J103906.87+074328.6,41,0
J104045.86+073841.5,36,0
J104024.99+072756.0,18,0
J104157.21+073057.3,20,0
J104410.96+073152.8,25,0
J104720.37+065112.7,31,0
J105459.01+060912.7,19,0
J104913.40+055046.2,28,0
J105534.01+054532.4,43,0
J110440.89+064744.8,43,0
J110113.61+055327.2,28,0
J110115.41+055235.7,18,0
J110233.56+072900.3,32,0
J110801.38+075616.3,24,0
J110803.36+073547.7,9,1
J110715.98+080247.9,26,0
J110958.14+072856.9,28,0
J111227.70+074108.3,22,0
J094208.23+483420.2,46,0
J100634.96+484933.8,17,1
J100332.98+484029.0,31,0
J095930.96+482839.1,29,0
J095556.58+493702.1,24,0
J095816.35+494324.5,27,0
J101653.40+494048.3,21,0
J100801.41+492531.7,28,0
J100958.20+512844.2,16,0
J101111.54+503332.3,17,0
J101334.10+504445.9,20,0
J102022.75+513526.8,26,0
J102937.86+512949.6,29,0
J103407.19+504518.8,36,0
J102538.89+512653.6,23,1
J103323.95+523127.8,29,0
J103742.76+525134.0,27,0
J103842.22+530253.8,30,0
J110453.51+522236.8,35,0
J105718.73+524241.6,16,0
J110901.78+541144.2,18,0
J112014.76+532529.6,34,0
J111250.46+550019.1,24,0
J110838.98+541353.8,13,0
J111304.57+544902.3,31,0
J111543.62+551049.6,27,0
J111503.37+543738.5,27,0
J111506.86+542358.9,29,0
J111706.97+544502.1,38,0
J112920.83+534526.7,29,0
J112132.87+540448.6,43,0
J111534.55+540645.7,20,0
J111849.04+551857.8,18,0
J111404.30+544311.4,30,0
J112124.81+550121.5,22,0
J112155.27+545621.7,20,0
J112450.01+550353.9,24,0
J112523.82+543107.8,15,1
J113237.47+532759.4,25,0
J112629.99+541452.2,25,0
J112405.25+545346.2,26,0
J112932.47+552724.3,29,0
J112740.65+550253.9,18,0
J112650.36+550352.0,20,0
J113617.34+550228.7,38,0
J113925.59+551735.6,35,0
J114447.10+535501.4,27,0
J114157.52+541612.5,13,0
J113631.71+542729.5,25,0
J113608.23+544706.0,28,0
J113234.56+533127.3,28,0
J112858.92+540732.4,24,0
J112702.90+544702.0,20,0
J112751.09+543632.5,20,0
J113452.71+551123.6,25,0
J113649.16+551119.6,25,0
J114209.42+551631.5,31,0
J114924.15+543925.4,37,1
J115014.64+543912.4,25,0
J114850.64+544212.6,24,0
J114847.93+541648.7,28,0
J114741.94+545918.5,33,0
J114648.74+542359.7,24,0
J114642.26+543615.0,23,0
J114711.71+555008.2,37,0
J115016.09+553541.1,42,0
J115104.57+551035.8,28,0
J115319.61+551151.2,23,0
J115855.23+544814.9,13,0
J115723.85+544000.0,13,0
J114855.07+544107.9,13,0
J115115.73+555343.3,20,0
J114948.91+552542.9,31,0
J115407.31+551510.7,36,0
J115928.50+560714.0,27,0
J115928.88+552810.9,22,0
J121429.74+545450.3,31,0
J120630.07+540613.9,27,0
J120628.92+542011.4,30,0
J120221.26+545301.0,27,0
J115842.77+545039.3,14,0
J115843.11+553330.7,15,0
J120601.23+551620.5,28,0
J121514.74+551256.9,40,0
J121917.40+545023.2,35,0
J121239.41+544620.0,24,0
J121534.98+560744.9,13,0
J121642.31+553757.3,32,0
J122249.97+555841.3,22,0
J203816.12+003035.3,49,0
J204412.62-002430.6,77,0
J204432.05+011432.4,100,0
J205214.89+001814.8,73,0
J210008.21-002005.7,61,0
J210004.55+003811.9,37,0
J210901.70+010438.0,54,0
J211636.20-001219.8,88,0
J211905.83+004200.9,58,0
J212041.72+001610.6,80,0
J212918.01-001841.6,63,0
J212549.08-000251.6,60,0
J212649.85+005833.1,53,0
J213338.95+002605.1,52,0
J213204.20+010713.2,41,0
J213743.62+004324.1,48,0
J213901.26-003147.9,33,0
J214859.70-010550.0,34,0
J215518.28+002835.1,35,0
J215537.00+004129.3,29,0
J220144.36-005555.1,49,0
J215536.62+003906.6,62,0
J220103.29+005806.9,42,0
J220157.26+001903.1,43,0
J220240.77+001329.6,71,0
J220303.04-004627.2,57,0
J220159.01+001007.0,36,2
J220623.13+000110.7,57,0
J221116.62+000259.1,39,0
J221204.98+003901.1,65,0
J221500.75-000455.2,47,0
J221724.13+002920.7,19,0
J222618.00-004544.8,32,0
J222651.86-000254.3,49,0
J222556.08-003503.5,39,0
J222222.60-002322.5,36,0
J223448.18-002517.3,42,0
J223232.17-011242.1,22,0
J223115.98-010211.5,56,0
J223044.83-010030.5,41,0
J222858.74-010012.9,44,0
J222710.61+004619.6,43,0
J222608.06+001948.8,37,0
J222840.39+010848.5,24,0
J223119.41+001122.6,41,0
J223300.40+003430.2,35,0
J223853.32-011352.5,11,0
J223809.13-005513.0,48,0
J223724.05-002012.6,31,0
J223324.05+003916.8,32,0
J224313.35-000816.7,34,0
J124819.28+534133.1,22,0
J124802.91+552828.7,29,0
J124657.80+545925.4,29,0
J131026.09+542514.1,31,0
J130028.24+534945.5,31,0
J130526.91+551048.5,27,0
J130555.45+550232.8,31,0
J130753.92+542245.2,26,0
J131945.41+551524.9,36,0
J134421.71+523430.1,28,0
J134110.70+530437.9,40,0
J141011.03+510613.0,21,0
J140613.28+520834.0,25,0
J140242.84+515125.5,29,0
J141933.30+500239.9,30,0
J141312.52+505941.1,31,0
J141538.48+500848.7,25,0
J141449.60+502857.3,19,1
J141236.32+512139.2,24,0
J142436.39+513335.4,26,0
J142050.87+495231.7,21,0
J142731.13+505719.6,25,0
J142819.34+504117.2,33,0
J144123.24+481858.4,18,0
J143526.61+500757.2,22,0
J151904.34+450524.2,32,0
J151911.79+450443.3,37,0
J151819.50+454444.6,8,0
J151625.38+454221.9,28,0
J151539.89+451104.1,29,0
J151108.38+464835.2,23,0
J151102.74+460935.2,15,0
J152026.35+435748.0,36,0
J154214.57+423238.1,39,0
J155443.46+392454.1,26,0
J155251.80+395418.4,33,0
J155651.84+403210.8,31,0
J160611.31+391621.8,36,0
J075253.98+290221.8,47,0
J075339.89+293415.2,48,0
J075043.21+294556.5,44,0
J075827.48+304516.4,22,1
J080412.42+324845.7,29,0
J030838.97-000418.0,45,0
J025719.98+004622.2,32,0
J024717.78-003907.4,53,0
J024345.63-002004.5,20,0
J024236.64+002521.6,39,0
J024535.77+003241.4,31,0
J024304.95-005909.5,49,0
J023649.12-002939.1,32,0
J023615.61-011200.1,40,0
J023317.95-011448.4,39,0
J023003.64-003951.6,47,0
J023036.08-002713.5,47,0
J023100.63-010230.4,46,0
J022748.42-010701.2,19,0
J022814.51+003909.6,37,0
J023104.46+005720.4,24,0
J021259.44+001317.3,49,0
J021513.35+003106.9,33,0
J021522.53+001325.9,29,0
J020902.08-004431.5,30,0
J020907.29-000243.8,28,0
J020545.69-003116.8,25,0
J020603.59+001429.6,39,0
J015958.39-011424.1,49,0
J015613.02+010206.6,25,0
J015940.25+003714.0,69,0
J020015.61+011407.3,47,0
J014908.38+011006.6,38,0
J014228.50-004339.2,45,0
J014529.37+001039.4,33,0
J013640.58-001917.4,41,0
J013647.74-002336.4,27,0
J013335.95-001624.8,26,0
J013304.21-005314.8,30,0
J013538.41+010541.1,51,0
J012152.26+005308.4,26,0
J012454.62+002441.0,36,0
J012437.31-000428.7,20,0
J012003.62-004445.7,30,0
J011437.38+004554.6,33,0
J011422.94+004436.6,46,0
J011516.94+001638.3,45,0
J011603.15+000510.3,28,0
J011337.99-005500.7,40,0
J011508.88+010854.7,25,0
J011437.92+004544.6,33,0
J011650.03+001630.4,25,0
J010657.56+004011.4,32,0
J010717.68+005627.2,22,0
J010735.44+011141.7,29,0
J011012.48+003031.0,19,0
J005848.94-004711.5,18,0
J005725.82-004809.4,36,0
J010208.84+000711.0,40,0
J005049.63-010030.7,37,0
J004912.71-002401.3,29,0
J005017.39+003748.8,21,0
J005230.52+002241.5,48,0
J004231.67+010951.8,26,0
J004633.59+005740.3,52,0
J003413.37+003003.6,49,0
J003600.61+001633.2,31,0
J003224.46-005306.6,27,0
J002003.49-004724.6,27,0
J001949.89-005415.7,29,0
J002534.17+001313.5,56,0
J001321.40+003005.2,30,0
J001132.69-005455.8,19,0
J235948.49-004607.8,30,0
J235820.53+005606.8,30,0
J235926.85+003152.5,35,0
J235938.74+000541.5,22,0
J235151.18+004342.3,31,0
J235411.22+005850.5,25,0
J235514.63+003502.2,52,0
J233824.29-004111.0,22,0
J233536.55-005833.7,24,0
J233514.18-002456.6,65,0
J233558.32+011458.8,15,0
J232833.97-010117.3,21,0
J232615.23-000254.4,36,0
J232606.98-003255.9,19,0
J232943.95+005648.7,33,0
J231720.70-001146.9,43,0
J223951.40-010150.6,59,0
J222634.01+003429.6,32,0
J222708.18+003330.2,37,0
J222922.18+003128.8,48,0
J221511.05-003825.0,44,0
J214622.41+000452.1,4,3
J214422.32+003517.4,39,0
J211559.13-005504.9,66,0
J211130.66+010258.5,61,0
J211012.75+002428.2,86,0
J211936.65+004716.9,54,0
J211954.80+000748.1,41,0
J033455.62-011246.9,52,0
J033049.75-001400.4,29,0
J033028.38-004926.5,46,0
J034118.12-002628.0,64,0
J034219.73+004223.0,40,0
J034424.21+003743.2,50,0
J034451.77+003650.6,39,0
J135752.40+575137.8,26,0
J135427.77+583426.8,19,0
J135910.28+582526.7,36,0
J135841.91+581846.6,35,0
J140412.88+570102.0,22,0
J140012.38+575549.6,41,0
J140841.14+575343.9,25,0
J140851.78+575052.9,22,0
J141331.99+553241.4,35,0
J140851.94+555817.2,15,0
J140743.59+565447.7,25,0
J142618.35+563429.4,21,0
J142747.08+554759.5,38,0
J143014.10+562337.4,24,0
J143323.89+560759.3,23,0
J144304.30+544933.5,21,0
J143154.56+561819.4,31,0
J144454.25+543354.9,37,0
J145123.14+551853.7,56,0
J145117.57+524123.8,36,0
J151953.83+511431.0,2,1
J151654.60+500432.1,40,0
J154443.90+482716.3,37,0
J154039.06+474928.1,36,0
J153934.12+482303.6,21,0
J153856.66+493729.1,33,0
J155245.64+461048.1,26,0
J155151.09+455905.7,23,0
J154610.58+462534.5,29,0
J155337.38+464626.8,27,0
J155808.76+452036.0,44,0
J160137.55+451954.2,33,0
J161527.30+424633.5,20,0
J160418.94+424724.5,47,0
J160359.08+425206.2,46,0
J161035.92+413951.9,0,3
J162055.62+420046.1,34,0
J162620.89+393314.2,35,0
J162826.00+390214.6,37,0
J164236.24+353727.1,31,0
J081307.46+034918.1,59,0
J081700.04+035912.3,31,0
J082348.41+034603.2,10,2
J082959.08+053838.7,42,0
J084017.19+045443.0,41,0
J084545.10+034722.2,8,1
J084006.77+041607.3,38,0
J085122.24+064039.5,43,0
J085225.88+065320.4,30,0
J090303.28+061728.9,6,1
J090519.20+041429.4,36,0
J090529.23+045549.4,34,0
J091634.36+070450.3,21,0
J092551.03+070743.0,25,0
J092546.45+070821.6,23,0
J091956.78+070211.2,21,0
